Symbol,Ticker,Date,Price,Score,Grade,Screen1,Screen2,MACD_H_Score,MACD_Line_Score,EMA_Score,KC_Score,FI_Score,Stoch_Score,Pattern_Score,All_Weekly,Weekly_MACD_H,Weekly_EMA_20,Weekly_EMA_50,Weekly_EMA_100,Daily_FI2,Daily_Stoch_K,Daily_RSI,Pattern,Entry,Stop,Target,CMP,Diff
"OKTA, INC. (XNAS:OKTA)",OKTA,14/08/2025,88.61,7,B,3,4,0,1,2,2,1,1,0,No,-2.4463,98.53,96.02,93.14,-18782,9.3,29.2,None,92.04,87.07,99.5, $87.79 , $-0.82 
"INTUITIVE SURGICAL, INC. (XNAS:ISRG)",ISRG,13/08/2025,482.35,9,A,6,3,2,2,2,1,0,1,1,Yes,-6.7663,512.22,504.4,475.39,61841,46.9,45.1,Hammer,479.95,462.97,505.42, $558.13 , $75.78 
INTUIT INC. (XNAS:INTU),INTU,13/08/2025,711.71,7,B,3,4,0,1,2,2,1,1,0,No,-1.6344,718.2,675.2,655.01,-81116,11,30.1,None,715.18,697.65,741.47, $655.75 , $-55.96 
"CROWDSTRIKE HOLDINGS, INC. (XNAS:CRWD)",CRWD,13/08/2025,432.12,7,B,3,4,0,1,2,2,1,1,0,No,-7.6989,442.03,399.79,366.42,-26626,20.3,36.3,None,438.74,418.9,468.5, $517.98 , $85.86 
"DOCUSIGN, INC. (XNAS:DOCU)",DOCU,13/08/2025,70.71,7,B,4,3,0,2,2,2,0,1,0,No,-1.1883,77.65,76.78,73.36,34029,29.2,29.5,None,68.51,66.22,71.95, $69.39 , $-1.32 
"DOCUSIGN, INC. (XNAS:DOCU)",DOCU,12/08/2025,68.02,8,B,4,4,0,2,2,2,1,1,0,No,-1.3599,77.39,76.68,73.29,-2577,10.9,19.4,None,69.98,66.22,75.62, $69.39 , $1.37 
INTUIT INC. (XNAS:INTU),INTU,12/08/2025,713.48,7,B,3,4,0,1,2,2,1,1,0,No,-1.5215,718.37,675.27,655.05,-201392,12.6,32.4,None,751.3,712.97,808.79, $655.75 , $-57.73 
"PAYCHEX, INC. (XNAS:PAYX)",PAYX,12/08/2025,134.99,7,B,3,4,0,1,2,2,1,1,0,No,-2.0139,145.58,142.99,138.83,-38650,1.4,26.9,None,141.73,136.65,149.35, $112.74 , $-22.25 
"WORKDAY, INC. (XNAS:WDAY)",WDAY,12/08/2025,214.6,7,B,2,5,0,2,0,2,1,1,1,No,-2.5527,236.5,244.09,249.65,-42307,22.1,26.7,Hammer,223.49,210.31,243.26, $222.25 , $7.65 
"INTUITIVE SURGICAL, INC. (XNAS:ISRG)",ISRG,12/08/2025,478.19,7,B,4,3,0,2,2,2,0,1,0,No,-7.0318,511.83,504.23,475.3,52129,34.2,33.7,None,476.31,462.97,496.32, $558.13 , $79.94 
"VERISK ANALYTICS, INC. (XNAS:VRSK)",VRSK,12/08/2025,260,7,B,3,4,0,1,2,2,1,1,0,No,-6.2446,291.5,285.82,275.62,-51257,0.6,15.4,None,268.19,259.25,281.6, $216.03 , $-43.97 
"OKTA, INC. (XNAS:OKTA)",OKTA,12/08/2025,89.33,7,B,3,4,0,1,2,2,1,1,0,No,-2.4003,98.6,96.05,93.16,-1436,11.8,40,None,92.52,87.07,100.69, $87.79 , $-1.54 
"INTUITIVE SURGICAL, INC. (XNAS:ISRG)",ISRG,11/08/2025,471.85,8,B,4,4,0,2,2,2,0,1,1,No,-7.4364,511.22,503.99,475.16,6941,12,24,Bullish Engulfing,474.55,462.97,491.92, $558.13 , $86.28 
"AUTOMATIC DATA PROCESSING, INC. (XNAS:ADP)",ADP,11/08/2025,303.72,8,A,5,3,2,1,2,1,1,1,0,Yes,-1.6076,305.24,295.54,282.79,-5259,29.2,51.1,None,307.14,298.06,320.76, $258.23 , $-45.49 
TEXAS INSTRUMENTS INCORPORATED (XNAS:TXN),TXN,11/08/2025,183.71,7,B,3,4,0,1,2,2,1,1,0,No,-0.5449,190.15,188.1,185.6,-62394,33.9,22.5,None,187.83,183.03,195.03, $179.52 , $-4.19 
"CROWDSTRIKE HOLDINGS, INC. (XNAS:CRWD)",CRWD,11/08/2025,426.43,7,B,3,4,0,1,2,2,1,1,0,No,-8.062,441.49,399.56,366.3,-119885,11,28.9,None,434.93,418.9,458.98, $517.98 , $91.55 
"PAYCHEX, INC. (XNAS:PAYX)",PAYX,11/08/2025,138.6,7,B,3,4,0,1,2,2,1,1,0,No,-1.7836,145.92,143.13,138.91,-14561,3.8,34.5,None,142.03,137.94,148.17, $112.74 , $-25.86 
BOOKING HOLDINGS INC. (XNAS:BKNG),BKNG,11/08/2025,5364.25,7,B,3,4,0,1,2,2,1,1,0,No,-26.6768,5323.87,4931.73,4583.99,-83464,5.8,26.8,None,5459.47,5338.39,5641.09," $5,195.76 ", $-168.49 
"MARRIOTT INTERNATIONAL, INC. (XNAS:MAR)",MAR,11/08/2025,257.97,7,B,3,4,0,1,2,2,1,1,0,No,-0.152,263.14,259.25,252.96,-22598,16.1,32.6,None,263.01,254.76,275.38, $283.84 , $25.87 
"OKTA, INC. (XNAS:OKTA)",OKTA,11/08/2025,88.51,7,B,3,4,0,1,2,2,1,1,0,No,-2.4527,98.52,96.02,93.14,-59221,1.6,38.4,None,93.67,88.06,102.09, $87.79 , $-0.72 
"INTUITIVE SURGICAL, INC. (XNAS:ISRG)",ISRG,08/08/2025,470.08,8,B,4,4,0,2,2,2,1,1,0,No,-6.8943,515.37,505.3,475.98,-22563,9.3,20.8,None,479.62,462.97,504.59, $558.13 , $88.05 
"DOCUSIGN, INC. (XNAS:DOCU)",DOCU,08/08/2025,69.19,8,B,4,4,0,2,2,2,1,1,0,No,-1.1289,78.38,77.03,73.49,-38240,3.9,25.8,None,75.77,70.93,83.03, $69.39 , $0.20 
"CROWDSTRIKE HOLDINGS, INC. (XNAS:CRWD)",CRWD,08/08/2025,424.49,7,B,3,4,0,1,2,2,1,1,0,No,-5.9672,443.07,398.47,365.59,-457051,6.3,25.1,None,452.44,422.17,497.84, $517.98 , $93.49 
"PALO ALTO NETWORKS, INC. (XNAS:PANW)",PANW,08/08/2025,167.06,7,B,3,4,0,1,2,2,1,1,0,No,-2.3357,187.35,182.48,176.37,-121823,4.1,20.7,None,173.67,164.88,186.85, $195.00 , $27.94 
"COPART, INC. (XNAS:CPRT)",CPRT,08/08/2025,46.19,7,B,4,3,2,2,0,1,1,1,0,No,-0.8376,50.93,53.17,53.09,-1618,47.1,51.2,None,47.52,45.91,49.94, $38.44 , $-7.75 
"WORKDAY, INC. (XNAS:WDAY)",WDAY,08/08/2025,222.07,7,B,2,5,0,2,0,2,1,1,1,No,-1.9816,238.8,245.3,250.34,-24006,17.1,39.4,Hammer,233.37,221.39,251.34, $222.25 , $0.18 
BOOKING HOLDINGS INC. (XNAS:BKNG),BKNG,08/08/2025,5405.91,7,B,3,4,0,1,2,2,1,1,0,No,-10.5414,5319.62,4914.07,4573.27,-104832,14.9,35.6,None,5595.59,5329.64,5994.51," $5,195.76 ", $-210.15 
"VERISK ANALYTICS, INC. (XNAS:VRSK)",VRSK,08/08/2025,265.04,7,B,3,4,0,1,2,2,1,1,0,No,-5.212,294.81,286.87,276.23,-1152,8.8,12.7,None,268.46,260.84,279.89, $216.03 , $-49.01 
"OKTA, INC. (XNAS:OKTA)",OKTA,08/08/2025,91.55,7,B,3,4,0,1,2,2,1,1,0,No,-2.2808,99.57,96.32,93.31,-40509,4.9,42.3,None,98.45,90.68,110.1, $87.79 , $-3.76 
"INTUITIVE SURGICAL, INC. (XNAS:ISRG)",ISRG,07/08/2025,469.81,8,B,4,4,0,2,2,2,1,1,0,No,-6.9116,515.34,505.29,475.98,-73505,8.9,19.9,None,481.48,462.97,509.25, $558.13 , $88.32 
"OKTA, INC. (XNAS:OKTA)",OKTA,07/08/2025,93.58,8,A,5,3,2,1,2,1,1,1,0,Yes,-2.1512,99.77,96.4,93.35,-70120,19.3,46.5,None,97.93,90.68,108.81, $87.79 , $-5.79 
"DOCUSIGN, INC. (XNAS:DOCU)",DOCU,07/08/2025,70.48,8,B,4,4,0,2,2,2,1,1,0,No,-1.0466,78.5,77.08,73.52,-72729,13.8,27.5,None,75.68,70.77,83.05, $69.39 , $-1.09 
"CROWDSTRIKE HOLDINGS, INC. (XNAS:CRWD)",CRWD,07/08/2025,425,7,B,3,4,0,1,2,2,1,1,0,No,-5.9346,443.12,398.49,365.6,-1327369,4.4,28.7,None,452.35,421.81,498.16, $517.98 , $92.98 
"PALO ALTO NETWORKS, INC. (XNAS:PANW)",PANW,07/08/2025,168.1,7,B,3,4,0,1,2,2,1,1,0,No,-2.2693,187.45,182.52,176.4,-256305,6.4,26.6,None,173.8,164.88,187.18, $195.00 , $26.90 
"COPART, INC. (XNAS:CPRT)",CPRT,07/08/2025,46.11,7,B,4,3,2,2,0,1,1,1,0,No,-0.8427,50.92,53.16,53.09,-9250,43.8,51,None,47.39,45.8,49.78, $38.44 , $-7.67 
BOOKING HOLDINGS INC. (XNAS:BKNG),BKNG,07/08/2025,5432.1,7,B,3,4,0,1,2,2,1,1,0,No,-8.87,5322.12,4915.1,4573.86,-188521,20.8,35.6,None,5544.37,5328.44,5868.27," $5,195.76 ", $-236.34 
"AUTOMATIC DATA PROCESSING, INC. (XNAS:ADP)",ADP,07/08/2025,303.49,7,A,5,2,2,1,2,1,0,1,0,Yes,-1.7971,305.18,295.11,282.54,22812,27.9,52.5,None,302.76,298.06,309.81, $258.23 , $-45.26 
"VERISK ANALYTICS, INC. (XNAS:VRSK)",VRSK,07/08/2025,264.52,7,B,3,4,0,1,2,2,1,1,0,No,-5.2452,294.76,286.85,276.21,-10350,7.5,11.2,None,266.53,260.84,275.06, $216.03 , $-48.49 
"INTUITIVE SURGICAL, INC. (XNAS:ISRG)",ISRG,06/08/2025,474.06,8,B,4,4,0,2,2,2,1,1,0,No,-6.6404,515.75,505.45,476.07,-83979,1.4,23.4,None,487,472.29,509.06, $558.13 , $84.07 
"DOCUSIGN, INC. (XNAS:DOCU)",DOCU,06/08/2025,75.14,8,A,6,2,2,2,2,1,0,1,0,Yes,-0.7492,78.94,77.26,73.63,4179,23.3,42.6,None,76.02,72.99,80.56, $69.39 , $-5.75 
"FORTINET, INC. (XNAS:FTNT)",FTNT,06/08/2025,96.58,7,B,3,4,0,1,2,2,1,1,0,No,-1.0383,100.46,93.84,86.05,-909,4,24.3,None,99.5,95.93,104.85, $83.50 , $-13.08 
"PALO ALTO NETWORKS, INC. (XNAS:PANW)",PANW,06/08/2025,172.89,7,B,3,4,0,1,2,2,0,1,1,No,-1.9636,187.9,182.71,176.5,100392,11.2,28.6,Bullish Engulfing,171.85,167.84,177.86, $195.00 , $22.11 
"PAYCHEX, INC. (XNAS:PAYX)",PAYX,06/08/2025,139.08,7,B,3,4,0,1,2,2,1,1,0,No,-1.8097,146.49,143.23,138.96,-4127,8.7,37.9,None,140.09,137.94,143.31, $112.74 , $-26.34 
"OKTA, INC. (XNAS:OKTA)",OKTA,06/08/2025,97.75,7,A,5,2,2,1,2,0,0,1,1,Yes,-1.8851,100.16,96.57,93.45,8232,43,61.1,Bullish Engulfing,98.2,94.28,104.08, $87.79 , $-9.96 
"INTUITIVE SURGICAL, INC. (XNAS:ISRG)",ISRG,05/08/2025,477,8,B,4,4,0,2,2,2,1,1,0,No,-6.4527,516.03,505.57,476.14,-128005,6.6,27.7,None,490.49,472.29,517.79, $558.13 , $81.13 
"OKTA, INC. (XNAS:OKTA)",OKTA,05/08/2025,95.98,8,A,5,3,2,1,2,1,1,1,0,Yes,-1.9981,100,96.5,93.41,-8721,34,60,None,97.84,94.28,103.18, $87.79 , $-8.19 
"DOCUSIGN, INC. (XNAS:DOCU)",DOCU,05/08/2025,73.84,8,B,4,4,0,2,2,2,1,1,0,No,-0.8321,78.82,77.21,73.6,-6610,8.1,39.7,None,75.48,72.99,79.22, $69.39 , $-4.45 
"NETFLIX, INC. (XNAS:NFLX)",NFLX,05/08/2025,114.79,7,B,3,4,0,1,2,2,1,1,0,No,-1.6786,114.6,99.87,87.6,-1447968,2.4,30.5,None,117.82,114.24,123.19, $96.71 , $-18.08 
"FORTINET, INC. (XNAS:FTNT)",FTNT,05/08/2025,96.21,7,B,3,4,0,1,2,2,1,1,0,No,-1.0619,100.43,93.83,86.04,-28725,0.8,29.1,None,99.45,95.93,104.73, $83.50 , $-12.71 
"CROWDSTRIKE HOLDINGS, INC. (XNAS:CRWD)",CRWD,05/08/2025,441.75,7,B,3,4,0,1,2,2,1,1,0,No,-4.8657,444.72,399.14,365.98,-307108,7,34,None,457.95,437.21,489.06, $517.98 , $76.23 
"PALO ALTO NETWORKS, INC. (XNAS:PANW)",PANW,05/08/2025,169.09,7,B,3,4,0,1,2,2,1,1,0,No,-2.2061,187.54,182.56,176.42,-148500,2.2,28.5,None,174.65,167.84,184.87, $195.00 , $25.91 
"PAYCHEX, INC. (XNAS:PAYX)",PAYX,05/08/2025,139.18,7,B,3,4,0,1,2,2,1,1,0,No,-1.8034,146.5,143.24,138.96,-10481,8.3,41.7,None,140.39,138.09,143.84, $112.74 , $-26.44 
"AUTOMATIC DATA PROCESSING, INC. (XNAS:ADP)",ADP,05/08/2025,299.44,7,B,3,4,0,1,2,2,1,1,0,No,-2.0555,304.79,294.95,282.45,-22254,4.3,48.7,None,303.39,298.09,311.34, $258.23 , $-41.21 
KEURIG DR PEPPER INC. (XNAS:KDP),KDP,05/08/2025,33.32,7,A,5,2,2,1,2,1,0,1,0,Yes,-0.0344,33.43,33.39,33.2,3320,41,51,None,33.48,32.48,34.98, $29.06 , $-4.26 
"DOCUSIGN, INC. (XNAS:DOCU)",DOCU,04/08/2025,75.38,9,A,6,3,2,2,2,2,0,1,0,Yes,-0.7338,78.97,77.27,73.63,1477,26.1,48.8,None,75.22,72.99,78.56, $69.39 , $-5.99 
"INTUITIVE SURGICAL, INC. (XNAS:ISRG)",ISRG,04/08/2025,483.36,8,B,4,4,0,2,2,2,1,1,0,No,-6.0468,516.63,505.82,476.28,-18328,17.7,30.4,None,486.55,472.29,507.94, $558.13 , $74.77 
"ANALOG DEVICES, INC. (XNAS:ADI)",ADI,04/08/2025,222.4,7,B,2,5,0,0,2,2,1,1,1,No,0.8895,222.52,217.6,214.51,-13075,13.2,21.6,Bullish Engulfing,223.38,218.41,230.83, $276.24 , $53.84 
"PALO ALTO NETWORKS, INC. (XNAS:PANW)",PANW,04/08/2025,171,7,B,3,4,0,1,2,2,1,1,0,No,-2.0842,187.72,182.64,176.46,-274772,6.3,30,None,176.21,168.02,188.5, $195.00 , $24.00 
"PAYCHEX, INC. (XNAS:PAYX)",PAYX,04/08/2025,139.43,7,B,3,4,0,1,2,2,1,1,0,No,-1.7874,146.52,143.25,138.97,-27802,10.9,46.8,None,143.72,138.94,150.89, $112.74 , $-26.69 
"COPART, INC. (XNAS:CPRT)",CPRT,04/08/2025,45.74,7,B,4,3,2,2,0,2,0,1,0,No,-0.8663,50.88,53.15,53.08,3383,36.7,48.3,None,45.67,44.96,46.73, $38.44 , $-7.30 
"COPART, INC. (XNAS:CPRT)",CPRT,01/08/2025,45.51,8,B,4,4,2,2,0,2,1,1,0,No,-0.9911,51.43,53.45,53.27,-3204,23.8,35.5,None,46.66,45.03,49.1, $38.44 , $-7.07 
"OKTA, INC. (XNAS:OKTA)",OKTA,01/08/2025,95.13,8,A,5,3,2,1,2,1,1,1,0,Yes,-2.1525,100.42,96.52,93.41,-33622,35.2,57.4,None,100.25,94.28,109.2, $87.79 , $-7.34 
"DOCUSIGN, INC. (XNAS:DOCU)",DOCU,01/08/2025,73.84,8,B,4,4,0,2,2,2,1,1,0,No,-0.7746,79.34,77.35,73.68,-17151,8.1,42,None,78.46,74.29,84.71, $69.39 , $-4.45 
"NETFLIX, INC. (XNAS:NFLX)",NFLX,01/08/2025,115.86,7,B,3,4,0,1,2,2,1,1,0,No,-1.1697,114.58,99.26,87.23,-690034,4.6,28.3,None,119.12,115.06,125.21, $96.71 , $-19.15 
"FORTINET, INC. (XNAS:FTNT)",FTNT,01/08/2025,97.36,7,B,3,4,0,1,2,2,1,1,0,No,-0.737,100.87,93.73,85.98,-52632,5,33.7,None,102.7,97.24,110.89, $83.50 , $-13.86 
"CROWDSTRIKE HOLDINGS, INC. (XNAS:CRWD)",CRWD,01/08/2025,446.66,7,B,3,4,0,1,2,2,1,1,0,No,-2.3577,445.03,397.41,364.91,-234212,16.5,30.1,None,468.37,442.03,507.88, $517.98 , $71.32 
"PALO ALTO NETWORKS, INC. (XNAS:PANW)",PANW,01/08/2025,172.88,7,B,3,4,0,1,2,2,1,1,0,No,-0.8062,189.48,183.11,176.73,-620347,10.8,33.1,None,184.12,170.35,204.78, $195.00 , $22.12 
MONSTER BEVERAGE CORPORATION (XNAS:MNST),MNST,01/08/2025,59.02,7,B,3,4,0,1,2,2,1,1,0,No,-0.6005,59.62,56.9,55.77,-22371,25.3,46.2,None,60.87,58.73,64.08, $73.57 , $14.55 
"PAYCHEX, INC. (XNAS:PAYX)",PAYX,01/08/2025,139.34,7,B,3,4,0,1,2,2,1,1,0,No,-1.6435,147.27,143.4,139.05,-85401,10,39.3,None,146.99,141.92,154.6, $112.74 , $-26.60 
"INTUITIVE SURGICAL, INC. (XNAS:ISRG)",ISRG,01/08/2025,483.12,7,B,3,4,0,1,2,2,1,1,0,No,-5.2627,520.13,506.74,476.89,-67337,17.3,28.6,None,499.47,473.77,538.02, $558.13 , $75.01 
"AUTOMATIC DATA PROCESSING, INC. (XNAS:ADP)",ADP,01/08/2025,300.44,7,B,3,4,0,1,2,2,1,1,0,No,-1.8464,305.36,294.77,282.35,-87690,20.4,45.8,None,315.58,304.84,331.69, $258.23 , $-42.21 
"COPART, INC. (XNAS:CPRT)",CPRT,31/07/2025,45.33,8,B,4,4,2,2,0,2,1,1,0,No,-1.0026,51.41,53.44,53.26,-21312,4.7,31.5,None,46.79,45.13,49.28, $38.44 , $-6.89 
COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION (XNAS:CTSH),CTSH,31/07/2025,71.76,8,B,4,4,0,2,2,2,1,1,0,No,-0.4962,77.08,77.08,76.62,-81235,4.4,31.9,None,75.82,72.89,80.21, $80.95 , $9.19 
"DOCUSIGN, INC. (XNAS:DOCU)",DOCU,31/07/2025,75.64,8,B,4,4,0,2,2,2,1,1,0,No,-0.6598,79.52,77.42,73.72,-17897,20,56.7,None,80.07,75.81,86.46, $69.39 , $-6.25 
"NETFLIX, INC. (XNAS:NFLX)",NFLX,31/07/2025,115.94,7,B,3,4,0,1,2,2,1,1,0,No,-1.1646,114.59,99.26,87.23,-1826463,1.4,33.2,None,118.6,115.54,123.19, $96.71 , $-19.23 
COSTCO WHOLESALE CORPORATION (XNAS:COST),COST,31/07/2025,939.64,7,B,3,4,0,1,2,2,0,1,1,No,-10.255,972.97,940.11,889.72,137128,26.6,32.1,Bullish Engulfing,938.69,922.61,962.81, $888.44 , $-51.20 
"FORTINET, INC. (XNAS:FTNT)",FTNT,31/07/2025,99.9,7,B,3,4,0,1,2,2,1,1,0,No,-0.5749,101.11,93.83,86.04,-42538,7.9,52.3,None,104.98,99.47,113.25, $83.50 , $-16.40 
"CROWDSTRIKE HOLDINGS, INC. (XNAS:CRWD)",CRWD,31/07/2025,454.57,7,B,3,4,0,1,2,2,1,1,0,No,-1.8529,445.78,397.72,365.09,-193991,3.1,32.6,None,467.15,452.51,489.11, $517.98 , $63.41 
MONSTER BEVERAGE CORPORATION (XNAS:MNST),MNST,31/07/2025,58.75,7,B,3,4,0,1,2,2,1,1,0,No,-0.6177,59.6,56.89,55.77,-111749,13.2,49.6,None,61.83,59.65,65.1, $73.57 , $14.82 
"INTUITIVE SURGICAL, INC. (XNAS:ISRG)",ISRG,31/07/2025,481.09,7,B,3,4,0,1,2,2,1,1,0,No,-5.3923,519.94,506.66,476.85,-321895,2.9,30.7,None,503.72,478.64,541.34, $558.13 , $77.04 
KEURIG DR PEPPER INC. (XNAS:KDP),KDP,31/07/2025,32.65,7,B,3,4,0,1,2,2,1,1,0,No,-0.0786,33.38,33.37,33.19,-55909,5.3,43,None,34.46,33.04,36.59, $29.06 , $-3.59 
"VERISK ANALYTICS, INC. (XNAS:VRSK)",VRSK,31/07/2025,278.71,7,B,3,4,0,1,2,2,1,1,0,No,-3.2712,298.6,288.03,276.9,-66129,23.1,26.9,None,301.24,288.58,320.23, $216.03 , $-62.68 
"COPART, INC. (XNAS:CPRT)",CPRT,30/07/2025,46.28,8,B,4,4,2,2,0,2,1,1,0,No,-0.942,51.5,53.48,53.28,-2413,30.9,34,None,46.63,45.89,47.74, $38.44 , $-7.84 
COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION (XNAS:CTSH),CTSH,30/07/2025,73.53,8,B,4,4,0,2,2,2,1,1,0,No,-0.3833,77.25,77.15,76.66,-27511,9.4,33.2,None,76.05,73.42,79.99, $80.95 , $7.42 
"DOCUSIGN, INC. (XNAS:DOCU)",DOCU,30/07/2025,77.96,8,A,6,2,2,2,2,1,1,0,0,Yes,-0.5117,79.74,77.51,73.77,-12445,55.4,55,None,81.38,77.19,87.66, $69.39 , $-8.57 
"NETFLIX, INC. (XNAS:NFLX)",NFLX,30/07/2025,118.42,7,B,3,4,0,1,2,2,0,1,1,No,-1.0063,114.83,99.36,87.28,826709,18.7,35.9,Bullish Engulfing,118.08,116.04,121.14, $96.71 , $-21.71 
COSTCO WHOLESALE CORPORATION (XNAS:COST),COST,30/07/2025,927.51,7,B,3,4,0,1,2,2,1,1,0,No,-11.0291,971.81,939.63,889.44,-52806,4.2,21.1,None,942.73,923.28,971.91, $888.44 , $-39.07 
"PALO ALTO NETWORKS, INC. (XNAS:PANW)",PANW,30/07/2025,183.03,7,B,3,4,0,1,2,2,1,1,0,No,-0.1585,190.45,183.51,176.97,-1975156,19.1,41.1,None,210.6,197.81,229.78, $195.00 , $11.97 
COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION (XNAS:CTSH),CTSH,29/07/2025,74.91,8,B,4,4,0,2,2,2,1,1,0,No,-0.2952,77.38,77.2,76.69,-11158,17.3,27.9,None,76.88,74.69,80.16, $80.95 , $6.04 
"NETFLIX, INC. (XNAS:NFLX)",NFLX,29/07/2025,116.87,7,B,3,4,0,1,2,2,1,1,0,No,-1.1052,114.68,99.3,87.25,-634443,4.7,26.8,None,119.9,116.04,125.69, $96.71 , $-20.16 
ATLASSIAN CORPORATION (XNAS:TEAM),TEAM,29/07/2025,200.06,7,B,4,3,2,2,0,1,1,1,0,No,-0.704,209.9,216.02,216.42,-6130,42.5,34.5,None,206.21,196.65,220.55, $161.41 , $-38.65 
"VERISK ANALYTICS, INC. (XNAS:VRSK)",VRSK,29/07/2025,294.05,7,B,3,4,0,1,2,2,1,1,0,No,-2.2922,300.06,288.63,277.25,-7130,11.1,33.1,None,297.89,291.92,306.84, $216.03 , $-78.02 
"DOCUSIGN, INC. (XNAS:DOCU)",DOCU,29/07/2025,79.88,7,A,6,1,2,2,2,0,1,0,0,Yes,-0.3892,79.92,77.59,73.82,-1396,78.1,50.9,None,81.24,79.27,84.19, $69.39 , $-10.49 
"COPART, INC. (XNAS:CPRT)",CPRT,28/07/2025,46.08,8,B,4,4,2,2,0,2,1,1,0,No,-0.9547,51.48,53.47,53.28,-9297,17.1,29.8,None,46.75,45.84,48.11, $38.44 , $-7.64 
EXELON CORPORATION (XNAS:EXC),EXC,28/07/2025,43.41,8,A,5,3,2,1,2,1,1,1,0,Yes,-0.2857,43.4,41.78,40.28,-13107,41.4,54.1,None,44.07,43.16,45.44, $43.76 , $0.35 
COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION (XNAS:CTSH),CTSH,28/07/2025,75.42,8,B,4,4,0,2,2,2,1,1,0,No,-0.2626,77.43,77.22,76.71,-11033,20.6,27.3,None,77,75.12,79.82, $80.95 , $5.53 
"NETFLIX, INC. (XNAS:NFLX)",NFLX,28/07/2025,117.46,7,B,3,4,0,1,2,2,1,1,0,No,-1.0676,114.73,99.32,87.26,-683824,9.4,31,None,118.85,116.04,123.06, $96.71 , $-20.75 
COSTCO WHOLESALE CORPORATION (XNAS:COST),COST,28/07/2025,933.99,7,B,3,4,0,1,2,2,1,1,0,No,-10.6155,972.43,939.88,889.59,-14937,5.4,18.3,None,942.23,929.03,962.03, $888.44 , $-45.55 
"INTUITIVE SURGICAL, INC. (XNAS:ISRG)",ISRG,28/07/2025,493.95,7,B,3,4,0,1,2,2,1,1,0,No,-4.5716,521.17,507.16,477.14,-47860,16.8,26.5,None,498,485.57,516.64, $558.13 , $64.18 
"VERISK ANALYTICS, INC. (XNAS:VRSK)",VRSK,28/07/2025,294.43,7,B,3,4,0,1,2,2,1,1,0,No,-2.268,300.09,288.65,277.26,-15031,2.8,36.2,None,300.06,293.49,309.91, $216.03 , $-78.40 
"NETFLIX, INC. (XNAS:NFLX)",NFLX,25/07/2025,118.05,7,B,3,4,0,1,2,2,1,1,0,No,-0.5015,114.45,98.58,86.81,-317847,13.6,30,None,118.47,116.04,122.11, $96.71 , $-21.34 
COSTCO WHOLESALE CORPORATION (XNAS:COST),COST,25/07/2025,935.48,7,B,3,4,0,1,2,2,1,1,0,No,-9.6749,976.48,940.12,889.82,-12308,2.7,17.3,None,943.84,931.92,961.72, $888.44 , $-47.04 
"INTUITIVE SURGICAL, INC. (XNAS:ISRG)",ISRG,25/07/2025,495.86,7,B,3,4,0,1,2,2,1,1,0,No,-3.5622,524.03,507.7,477.54,-28125,17.6,24.6,None,506.25,485.57,537.27, $558.13 , $62.27 
COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION (XNAS:CTSH),CTSH,25/07/2025,76.67,7,B,4,3,0,2,2,1,1,1,0,No,-0.1841,77.64,77.3,76.75,-1597,36,32.2,None,77,75.17,79.75, $80.95 , $4.28 
"DOCUSIGN, INC. (XNAS:DOCU)",DOCU,25/07/2025,79.87,7,A,6,1,2,2,2,0,1,0,0,Yes,-0.6119,79.92,77.49,73.76,-4766,78,56.1,None,81.81,78.12,87.34, $69.39 , $-10.48 
"COPART, INC. (XNAS:CPRT)",CPRT,24/07/2025,46.27,8,B,4,4,2,2,0,2,1,1,0,No,-1.0846,52.01,53.76,53.46,-12971,19.1,23.7,None,46.98,45.46,49.26, $38.44 , $-7.83 
"NETFLIX, INC. (XNAS:NFLX)",NFLX,24/07/2025,118.08,7,B,3,4,0,1,2,2,1,1,0,No,-0.4996,114.45,98.58,86.82,-897029,13.7,29.2,None,119.38,116.04,124.39, $96.71 , $-21.37 
COSTCO WHOLESALE CORPORATION (XNAS:COST),COST,24/07/2025,933.8,7,B,3,4,0,1,2,2,1,1,0,No,-9.7821,976.32,940.06,889.78,-83564,0,20.5,None,949.45,931.92,975.75, $888.44 , $-45.36 
"CHARTER COMMUNICATIONS, INC. (XNAS:CHTR)",CHTR,24/07/2025,380,7,B,3,4,0,1,2,2,1,1,0,No,-1.7434,384.21,368.5,361.83,-344757,4.6,31.2,None,402.55,381.11,434.71, $205.13 , $-174.87 
"INTUITIVE SURGICAL, INC. (XNAS:ISRG)",ISRG,24/07/2025,488.61,7,B,3,4,0,1,2,2,1,1,0,No,-4.0249,523.34,507.41,477.38,-345272,3.5,14.7,None,530.88,504.43,570.55, $558.13 , $69.52 
"VERISK ANALYTICS, INC. (XNAS:VRSK)",VRSK,24/07/2025,296.09,7,B,3,4,0,1,2,2,1,1,0,No,-1.8947,300.51,288.34,277.07,-11058,11.1,38.2,None,298.62,293.99,305.56, $216.03 , $-80.06 
